time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-08T17:02:34.090Z,35.6985,-117.5416667,6.04,2.55,ml,39,46,0.03427,0.12,ci,ci38489271,2021-11-24T21:23:29.460Z,"15km WSW of Searles Valley, CA",earthquake,0.14,0.31,0.149,23,reviewed,ci,ci
2019-07-08T16:55:10.350Z,35.6685,-117.5015,2.85,2.57,ml,45,35,0.06346,0.14,ci,ci38489183,2021-11-19T20:23:13.540Z,"14km SW of Searles Valley, CA",earthquake,0.12,0.21,0.157,24,reviewed,ci,ci
2019-07-08T16:31:08.670Z,35.7418333,-117.5641667,9.35,3.03,ml,54,42,0.02039,0.13,ci,ci38488975,2020-03-17T23:48:30.540Z,"15km W of Searles Valley, CA",earthquake,0.11,0.2,0.13,100,reviewed,ci,ci
2019-07-08T16:09:57.580Z,35.6231667,-117.4311667,2.84,3.48,ml,72,25,0.0423,0.13,ci,ci38488767,2020-02-11T00:41:03.110Z,"16km S of Searles Valley, CA",earthquake,0.1,0.15,0.2,49,reviewed,ci,ci
2019-07-08T16:04:28.280Z,35.678,-117.5103333,4.3,3.83,mw,79,23,0.06689,0.16,ci,ci38488719,2022-06-16T17:45:24.940Z,"14km SW of Searles Valley, CA",earthquake,0.1,0.25,,6,reviewed,ci,ci
2019-07-08T14:31:01.380Z,35.6588333,-117.4868333,5.09,3.26,ml,70,21,0.05181,0.13,ci,ci38487839,2022-08-08T14:41:28.330Z,"14km SSW of Searles Valley, CA",earthquake,0.09,0.22,0.155,121,reviewed,ci,ci
2019-07-08T14:27:20.170Z,35.7733333,-117.6018333,8.65,2.61,ml,43,54,0.003317,0.15,ci,ci38487807,2021-11-17T23:04:06.590Z,"18km W of Searles Valley, CA",earthquake,0.13,0.26,0.129,23,reviewed,ci,ci
2019-07-08T14:09:19.660Z,35.5838333,-117.379,3.4,2.82,ml,45,42,0.05993,0.17,ci,ci38487615,2021-11-12T20:21:18.920Z,"20km S of Trona, CA",earthquake,0.16,0.45,0.175,23,reviewed,ci,ci
2019-07-08T13:58:19.180Z,35.5593333,-117.3916667,2.41,3.15,ml,50,49,0.04083,0.15,ci,ci38487519,2021-11-23T21:59:40.510Z,"23km S of Trona, CA",earthquake,0.14,0.22,0.136,113,reviewed,ci,ci
2019-07-08T13:39:06.980Z,35.5505,-117.3803333,3.63,2.6,ml,40,65,0.02857,0.17,ci,ci38487351,2021-11-16T23:03:09.520Z,"24km S of Trona, CA",earthquake,0.21,0.41,0.179,11,reviewed,ci,ci
2019-07-08T12:42:38.170Z,35.7151667,-117.57,6.51,3.1,ml,65,33,0.007381,0.13,ci,ci38486831,2020-03-17T17:11:03.030Z,"14km NE of Ridgecrest, CA",earthquake,0.09,0.19,0.165,158,reviewed,ci,ci
2019-07-08T12:21:28.510Z,35.6691667,-117.525,8.59,3.18,ml,64,23,0.06541,0.13,ci,ci38486639,2021-12-03T01:31:29.870Z,"15km ENE of Ridgecrest, CA",earthquake,0.1,0.23,0.154,167,reviewed,ci,ci
2019-07-08T12:14:57.890Z,35.626,-117.4373333,9.99,3.47,mlr,72,25,0.04059,0.14,ci,ci38486591,2022-08-08T14:40:39.799Z,"16km S of Searles Valley, CA",earthquake,0.11,0.19,0.162,65,reviewed,ci,ci
2019-07-08T12:07:38.750Z,35.6231667,-117.4338333,7.8,2.6,ml,44,60,0.04267,0.14,ci,ci38486535,2021-11-17T23:59:44.090Z,"16km S of Searles Valley, CA",earthquake,0.14,0.32,0.136,26,reviewed,ci,ci
2019-07-08T09:57:10.970Z,35.6541667,-117.4618333,9.65,3.5,mw,79,24,0.03294,0.15,ci,ci38485391,2021-11-23T22:25:44.470Z,"14km SSW of Searles Valley, CA",earthquake,0.1,0.21,,6,reviewed,ci,ci
2019-07-08T09:37:07.340Z,35.6838333,-117.4788333,2.98,2.66,ml,41,52,0.04863,0.15,ci,ci38485271,2021-11-16T20:20:07.240Z,"12km SW of Searles Valley, CA",earthquake,0.14,0.21,0.17,26,reviewed,ci,ci
2019-07-08T09:17:28.070Z,35.7645,-117.5696667,6.91,2.72,ml,51,56,0.02515,0.15,ci,ci38485087,2021-11-16T21:29:57.320Z,"15km W of Searles Valley, CA",earthquake,0.13,0.26,0.145,23,reviewed,ci,ci
2019-07-08T09:00:20.930Z,35.5326667,-117.3545,4.62,2.69,ml,48,68,0.01123,0.16,ci,ci38484919,2021-11-16T19:57:43.151Z,"26km S of Trona, CA",earthquake,0.18,0.35,0.101,24,reviewed,ci,ci
2019-07-08T08:12:33.280Z,35.569,-117.4035,3.47,2.51,ml,44,64,0.05094,0.15,ci,ci38484599,2021-11-23T23:15:53.430Z,"22km S of Trona, CA",earthquake,0.15,0.33,0.196,23,reviewed,ci,ci
2019-07-08T07:42:20.890Z,35.6388333,-117.4431667,6.11,2.55,ml,42,68,0.03066,0.13,ci,ci38484367,2021-11-19T20:32:17.810Z,"15km SSW of Searles Valley, CA",earthquake,0.14,0.33,0.142,26,reviewed,ci,ci
2019-07-08T07:28:32.250Z,35.6616667,-117.4923333,8.34,2.54,ml,37,36,0.05601,0.12,ci,ci38484295,2021-11-17T21:29:58.700Z,"14km SW of Searles Valley, CA",earthquake,0.13,0.29,0.123,15,reviewed,ci,ci
2019-07-08T07:18:34.580Z,35.5498333,-117.377,2.6,3.56,ml,70,27,0.02683,0.17,ci,ci38484231,2021-11-23T22:31:15.630Z,"24km S of Trona, CA",earthquake,0.13,0.19,0.183,68,reviewed,ci,ci
2019-07-08T06:45:16.580Z,35.73,-117.5671667,7.37,3.1,ml,62,38,0.008506,0.13,ci,ci38483983,2020-03-16T21:54:57.077Z,"15km WSW of Searles Valley, CA",earthquake,0.09,0.25,0.172,154,reviewed,ci,ci
2019-07-08T05:15:02.730Z,35.677,-117.5441667,4.95,3.22,ml,67,19,0.05061,0.13,ci,ci38483327,2021-11-23T22:14:16.660Z,"13km ENE of Ridgecrest, CA",earthquake,0.08,0.18,0.138,144,reviewed,ci,ci
2019-07-08T05:13:56.520Z,35.6168333,-117.5868333,6.92,2.5,ml,29,63,0.08169,0.18,ci,ci37368180,2021-11-19T22:40:10.073Z,"8km E of Ridgecrest, CA",earthquake,0.2,0.57,0.14,10,reviewed,ci,ci
2019-07-08T04:49:48.120Z,35.6445,-117.4218333,4.17,2.83,ml,50,50,0.02063,0.15,ci,ci38483119,2021-11-12T21:25:31.290Z,"14km S of Searles Valley, CA",earthquake,0.13,0.26,0.129,22,reviewed,ci,ci
2019-07-08T04:03:07.840Z,35.611,-117.3876667,3.34,3.15,ml,61,25,0.06146,0.14,ci,ci38482775,2021-11-23T21:55:18.310Z,"17km S of Trona, CA",earthquake,0.11,0.18,0.131,128,reviewed,ci,ci
2019-07-08T03:52:01.780Z,35.6583333,-117.522,1.77,2.52,ml,39,38,0.07574,0.15,ci,ci38482671,2021-11-23T23:17:10.460Z,"14km ENE of Ridgecrest, CA",earthquake,0.14,0.22,0.128,20,reviewed,ci,ci
2019-07-08T03:37:06.560Z,35.6888333,-117.549,10.42,2.62,ml,38,39,0.03833,0.18,ci,ci37369252,2021-11-23T18:36:08.219Z,"14km ENE of Ridgecrest, CA",earthquake,0.19,0.31,0.123,7,reviewed,ci,ci
2019-07-08T03:12:26.590Z,35.6655,-117.5043333,8.31,3.07,ml,66,35,0.06568,0.12,ci,ci38482375,2021-11-23T21:18:20.210Z,"14km SW of Searles Valley, CA",earthquake,0.09,0.24,0.14,162,reviewed,ci,ci
2019-07-08T02:42:28.850Z,35.6655,-117.482,9.91,2.69,ml,45,39,0.04749,0.16,ci,ci38482167,2021-11-17T20:20:22.704Z,"13km SSW of Searles Valley, CA",earthquake,0.15,0.27,0.136,23,reviewed,ci,ci
2019-07-08T02:24:23.770Z,35.6426667,-117.4498333,5.77,2.76,ml,22,67,0.03091,0.2,ci,ci37485741,2021-11-23T22:46:56.243Z,"14km SSW of Searles Valley, CA",earthquake,0.24,0.47,0.094,8,reviewed,ci,ci
2019-07-08T02:24:15.710Z,35.732,-117.5471667,6.89,2.78,ml,53,57,0.02229,0.16,ci,ci38482047,2021-11-12T19:47:39.770Z,"14km WSW of Searles Valley, CA",earthquake,0.13,0.26,0.172,27,reviewed,ci,ci
2019-07-08T00:29:31.820Z,35.5741667,-117.3641667,4.05,2.77,ml,44,51,0.04911,0.16,ci,ci38481279,2021-11-23T22:46:26.020Z,"21km S of Trona, CA",earthquake,0.17,0.4,0.095,20,reviewed,ci,ci
2019-07-07T23:45:25.550Z,35.6761667,-117.4888333,3.01,3.4,ml,37,63,0.08185,0.16,ci,ci38480975,2021-11-17T20:47:57.521Z,"13km SW of Searles Valley, CA",earthquake,0.17,0.29,0.162,68,reviewed,ci,ci
2019-07-07T23:44:57.550Z,35.559,-117.3853333,9.93,3.45,mlr,65,30,0.03798,0.14,ci,ci38480967,2020-03-16T19:25:46.350Z,"23km S of Trona, CA",earthquake,0.12,0.21,0.155,68,reviewed,ci,ci
2019-07-07T23:33:28.310Z,35.6866667,-117.5398333,10.62,2.58,ml,38,60,0.04419,0.13,ci,ci38480855,2021-11-12T22:14:24.850Z,"14km ENE of Ridgecrest, CA",earthquake,0.15,0.29,0.129,25,reviewed,ci,ci
2019-07-07T23:02:24.490Z,35.5456667,-117.414,4.93,3.13,ml,55,26,0.04533,0.14,ci,ci38480631,2021-11-16T22:19:18.881Z,"24km S of Trona, CA",earthquake,0.13,0.2,0.124,184,reviewed,ci,ci
2019-07-07T22:52:52.840Z,35.6405,-117.5536667,7.09,3.38,ml,69,37,0.08306,0.12,ci,ci38480559,2020-03-16T19:19:39.630Z,"11km E of Ridgecrest, CA",earthquake,0.09,0.25,0.17,54,reviewed,ci,ci
2019-07-07T22:42:47.490Z,35.6083333,-117.459,6.01,2.55,ml,37,66,0.02194,0.14,ci,ci38480519,2021-11-12T19:25:39.460Z,"18km SSW of Searles Valley, CA",earthquake,0.17,0.39,0.163,25,reviewed,ci,ci
2019-07-07T22:33:21.390Z,35.683,-117.529,1.46,3.52,ml,66,37,0.05258,0.15,ci,ci38480447,2020-02-10T22:27:59.830Z,"15km SW of Searles Valley, CA",earthquake,0.11,0.21,0.142,215,reviewed,ci,ci
2019-07-07T22:23:08.510Z,35.5731667,-117.518,10.11,2.67,ml,43,37,0.04739,0.14,ci,ci38480391,2021-11-12T23:17:27.520Z,"15km ESE of Ridgecrest, CA",earthquake,0.14,0.31,0.19,18,reviewed,ci,ci
2019-07-07T22:07:48.560Z,35.6486667,-117.4496667,3.16,2.81,ml,41,67,0.06287,0.14,ci,ci38480287,2021-11-16T19:03:54.550Z,"14km SSW of Searles Valley, CA",earthquake,0.15,0.32,0.133,22,reviewed,ci,ci
2019-07-07T20:46:12.220Z,35.5905,-117.3798333,4.13,2.68,ml,16,137,0.06659,0.16,ci,ci38479775,2019-07-08T00:24:07.793Z,"19km S of Trona, CA",earthquake,0.49,0.87,0.261,117,reviewed,ci,ci
2019-07-07T20:30:36.090Z,35.6373333,-117.4711667,4.16,2.67,ml,39,65,0.05125,0.15,ci,ci38479655,2021-11-12T23:15:16.680Z,"16km SSW of Searles Valley, CA",earthquake,0.16,0.37,0.18,25,reviewed,ci,ci
2019-07-07T19:51:30.610Z,35.6668333,-117.498,10.24,2.8,ml,38,63,0.0853,0.14,ci,ci38479263,2021-11-12T22:52:20.580Z,"14km SW of Searles Valley, CA",earthquake,0.15,0.34,0.15,20,reviewed,ci,ci
2019-07-07T19:37:10.170Z,35.656,-117.5243333,10.94,3.14,ml,60,37,0.08586,0.13,ci,ci38479143,2021-11-16T22:21:44.530Z,"14km ENE of Ridgecrest, CA",earthquake,0.1,0.21,0.136,173,reviewed,ci,ci
2019-07-07T19:00:51.300Z,35.6546667,-117.4721667,3.2,3.35,ml,67,24,0.0685,0.14,ci,ci38478823,2020-03-16T19:00:21.870Z,"14km SSW of Searles Valley, CA",earthquake,0.1,0.23,0.155,179,reviewed,ci,ci
2019-07-07T18:50:02.290Z,35.5976667,-117.4283333,6.07,3.59,mw,69,26,0.02977,0.14,ci,ci38478703,2021-11-17T21:00:28.080Z,"19km S of Searles Valley, CA",earthquake,0.11,0.24,,4,reviewed,ci,ci
2019-07-07T17:44:09.370Z,35.6415,-117.4686667,6.02,2.9,ml,40,65,0.05513,0.13,ci,ci38478143,2021-11-16T19:12:03.870Z,"15km SSW of Searles Valley, CA",earthquake,0.12,0.47,0.114,22,reviewed,ci,ci
2019-07-07T17:00:45.940Z,35.766,-117.5736667,10.87,2.64,ml,35,56,0.05328,0.13,ci,ci38477751,2021-11-12T22:21:49.140Z,"15km W of Searles Valley, CA",earthquake,0.14,0.29,0.184,27,reviewed,ci,ci
2019-07-07T16:31:44.260Z,35.6346667,-117.4311667,4.87,2.5,ml,32,74,0.05431,0.12,ci,ci38477575,2021-11-12T00:19:04.990Z,"15km S of Searles Valley, CA",earthquake,0.16,0.38,0.156,26,reviewed,ci,ci
2019-07-07T16:08:00.630Z,35.6698333,-117.5256667,4.79,3.05,ml,62,37,0.09792,0.19,ci,ci38477415,2022-06-16T17:45:03.963Z,"15km ENE of Ridgecrest, CA",earthquake,0.13,0.52,0.168,110,reviewed,ci,ci
2019-07-07T15:50:49.840Z,35.6803333,-117.5163333,9.23,2.9,ml,42,61,0.1035,0.13,ci,ci38477335,2020-03-16T18:00:50.400Z,"14km SW of Searles Valley, CA",earthquake,0.14,0.42,0.154,29,reviewed,ci,ci
2019-07-07T15:34:49.790Z,35.7533333,-117.5806667,5.16,2.62,ml,40,56,0.06376,0.14,ci,ci38477223,2021-11-12T19:16:50.510Z,"16km W of Searles Valley, CA",earthquake,0.13,0.35,0.194,21,reviewed,ci,ci
2019-07-07T15:05:04.970Z,35.5745,-117.4153333,7.71,2.96,ml,41,70,0.04004,0.11,ci,ci38477007,2020-03-16T17:43:37.040Z,"21km S of Trona, CA",earthquake,0.14,0.33,0.17,28,reviewed,ci,ci
2019-07-07T14:32:53.120Z,35.6578333,-117.5823333,9.64,2.76,ml,27,58,0.121,0.16,ci,ci37485709,2021-11-12T15:58:16.324Z,"9km ENE of Ridgecrest, CA",earthquake,0.2,0.41,0.272,16,reviewed,ci,ci
2019-07-07T14:32:03.300Z,35.6745,-117.5228333,9.39,2.71,ml,39,61,0.1007,0.15,ci,ci38476735,2021-11-11T20:31:49.880Z,"15km SW of Searles Valley, CA",earthquake,0.14,0.41,0.137,27,reviewed,ci,ci
2019-07-07T14:28:18.780Z,35.6583333,-117.5846667,9.78,3.04,ml,55,36,0.1229,0.14,ci,ci38476711,2022-08-08T14:41:47.386Z,"9km ENE of Ridgecrest, CA",earthquake,0.1,0.29,0.137,111,reviewed,ci,ci
2019-07-07T14:21:34.990Z,35.6456667,-117.4211667,4.7,3.33,ml,64,60,0.06785,0.15,ci,ci38476671,2020-01-09T22:52:52.870Z,"14km S of Searles Valley, CA",earthquake,0.12,0.34,0.124,217,reviewed,ci,ci
2019-07-07T14:14:16.270Z,35.6926667,-117.548,9.9,2.67,ml,39,59,0.1269,0.14,ci,ci38476607,2021-11-11T22:39:05.364Z,"14km NE of Ridgecrest, CA",earthquake,0.13,0.34,0.198,27,reviewed,ci,ci
2019-07-07T13:25:46.310Z,35.6331667,-117.4586667,6.37,2.73,ml,39,47,0.04665,0.12,ci,ci38476287,2021-11-11T21:21:05.220Z,"16km SSW of Searles Valley, CA",earthquake,0.13,0.3,0.147,27,reviewed,ci,ci
2019-07-07T12:40:10.690Z,35.6431667,-117.4895,3.6,2.59,ml,11,105,0.06076,0.11,ci,ci38475975,2019-12-06T23:45:25.693Z,"16km SSW of Searles Valley, CA",earthquake,0.3,0.66,0.096,7,reviewed,ci,ci
2019-07-07T12:39:48.530Z,35.6448333,-117.4835,3.62,3.44,ml,69,23,0.06074,0.13,ci,ci38475967,2020-01-09T21:45:12.690Z,"15km SSW of Searles Valley, CA",earthquake,0.1,0.29,0.156,216,reviewed,ci,ci
2019-07-07T12:35:41.200Z,35.7,-117.5213333,10.67,2.66,ml,42,61,0.1231,0.14,ci,ci38475927,2021-11-11T22:57:22.950Z,"13km SW of Searles Valley, CA",earthquake,0.14,0.31,0.128,26,reviewed,ci,ci
2019-07-07T12:21:38.410Z,35.6796667,-117.4923333,1.34,2.6,ml,38,63,0.09615,0.15,ci,ci38475839,2021-11-11T23:22:13.980Z,"13km SW of Searles Valley, CA",earthquake,0.14,0.28,0.178,21,reviewed,ci,ci
2019-07-07T11:33:50.220Z,35.5668333,-117.3513333,3.15,3.49,mw,64,27,0.04315,0.14,ci,ci38475511,2019-12-20T22:31:07.344Z,"22km S of Trona, CA",earthquake,0.11,0.33,,6,reviewed,ci,ci
2019-07-07T11:17:30.230Z,35.6793333,-117.5166667,8.62,2.65,ml,43,61,0.1027,0.18,ci,ci38475391,2021-11-10T22:01:30.094Z,"14km SW of Searles Valley, CA",earthquake,0.19,0.56,0.241,24,reviewed,ci,ci
2019-07-07T11:04:04.780Z,35.5395,-117.3778333,3.99,2.77,ml,35,66,0.01812,0.16,ci,ci37421189,2021-08-25T22:17:18.726Z,"25km S of Trona, CA",earthquake,0.18,0.32,0.171,20,reviewed,ci,ci
2019-07-07T11:04:04.400Z,35.7298333,-117.6693333,20.04,2.73,ml,19,112,0.07592,0.37,ci,ci38475311,2019-07-11T21:44:51.185Z,"12km N of Ridgecrest, CA",earthquake,1.03,1.29,0.149,25,automatic,ci,ci
2019-07-07T11:01:57.250Z,35.6038333,-117.3961667,4.64,2.78,ml,39,72,0.05653,0.16,ci,ci38475295,2021-11-10T16:08:43.110Z,"18km S of Trona, CA",earthquake,0.17,0.4,0.122,23,reviewed,ci,ci
2019-07-07T10:43:44.140Z,35.636,-117.6091667,9.21,2.55,ml,43,37,0.1281,0.12,ci,ci38475071,2021-11-11T19:26:26.744Z,"6km ENE of Ridgecrest, CA",earthquake,0.11,0.34,0.171,26,reviewed,ci,ci
2019-07-07T10:37:45.720Z,35.7578333,-117.5943333,3.6,3.24,ml,57,43,0.05784,0.15,ci,ci38475007,2022-06-19T00:32:22.061Z,"17km NNE of Ridgecrest, CA",earthquake,0.11,0.35,0.154,160,reviewed,ci,ci
2019-07-07T10:21:27.220Z,35.658,-117.4678333,7.64,3.48,mlr,72,24,0.07149,0.13,ci,ci38474855,2019-12-20T21:31:58.090Z,"14km SSW of Searles Valley, CA",earthquake,0.09,0.33,0.143,68,reviewed,ci,ci
2019-07-07T10:02:27.590Z,35.7193333,-117.4961667,3.74,3.32,ml,38,47,0.1267,0.16,ci,ci38474639,2019-12-17T23:26:41.610Z,"10km WSW of Searles Valley, CA",earthquake,0.17,0.57,0.167,137,reviewed,ci,ci
2019-07-07T09:46:49.800Z,35.671,-117.515,4.29,2.99,ml,63,33,0.09465,0.12,ci,ci38474463,2020-01-28T18:32:51.270Z,"15km SW of Searles Valley, CA",earthquake,0.09,0.31,0.156,125,reviewed,ci,ci
2019-07-07T09:41:23.000Z,35.7493333,-117.55,11.08,3.45,mw,70,45,0.0767,0.16,ci,ci38474415,2019-12-20T20:11:40.393Z,"13km W of Searles Valley, CA",earthquake,0.1,0.21,,4,reviewed,ci,ci
2019-07-07T09:10:22.290Z,35.7663333,-117.5781667,7.19,2.72,ml,17,90,0.05175,0.09,ci,ci38474143,2020-01-15T19:34:45.505Z,"16km W of Searles Valley, CA",earthquake,0.23,0.32,0.137,8,reviewed,ci,ci
2019-07-07T09:09:25.030Z,35.6718333,-117.5221667,9.4,3.11,ml,41,38,0.09817,0.12,ci,ci38474119,2020-01-22T20:09:59.784Z,"15km ENE of Ridgecrest, CA",earthquake,0.1,0.29,0.15,110,reviewed,ci,ci
2019-07-07T09:02:11.490Z,35.6955,-117.5481667,10.23,2.63,ml,39,59,0.1265,0.13,ci,ci38474023,2021-11-10T22:15:26.170Z,"14km NE of Ridgecrest, CA",earthquake,0.13,0.34,0.232,24,reviewed,ci,ci
2019-07-07T08:56:40.130Z,35.6805,-117.4931667,1.31,3.38,ml,61,23,0.09713,0.13,ci,ci38473983,2020-01-09T20:26:27.190Z,"13km SW of Searles Valley, CA",earthquake,0.11,0.26,0.137,174,reviewed,ci,ci
2019-07-07T08:39:05.650Z,35.6768333,-117.5455,1.84,2.98,ml,42,59,0.1128,0.12,ci,ci38473839,2020-01-28T17:58:34.510Z,"13km ENE of Ridgecrest, CA",earthquake,0.12,0.24,0.139,35,reviewed,ci,ci
2019-07-07T08:38:27.500Z,35.555,-117.3843333,1.03,3.33,ml,30,67,0.03406,0.14,ci,ci38473831,2020-01-15T19:29:39.440Z,"23km S of Trona, CA",earthquake,0.17,0.25,0.123,192,reviewed,ci,ci
2019-07-07T08:28:43.740Z,35.6718333,-117.4823333,2.02,2.58,ml,37,64,0.08671,0.19,ci,ci38473743,2021-11-11T16:30:44.141Z,"13km SSW of Searles Valley, CA",earthquake,0.19,0.44,0.147,24,reviewed,ci,ci
2019-07-07T08:18:02.270Z,35.5973333,-117.3471667,4.67,2.74,ml,36,103,0.0736,0.16,ci,ci38473663,2021-11-10T18:20:32.820Z,"19km S of Trona, CA",earthquake,0.19,0.42,0.158,24,reviewed,ci,ci
2019-07-07T07:43:51.540Z,35.6045,-117.4711667,11.42,2.59,ml,33,65,0.01939,0.14,ci,ci38473335,2021-11-11T16:50:41.300Z,"19km E of Ridgecrest, CA",earthquake,0.17,0.38,0.14,16,reviewed,ci,ci
2019-07-07T07:22:21.790Z,35.7551667,-117.5858333,3.49,2.66,ml,41,55,0.06118,0.13,ci,ci38473151,2021-11-10T17:39:13.140Z,"16km W of Searles Valley, CA",earthquake,0.12,0.4,0.182,30,reviewed,ci,ci
2019-07-07T07:20:26.120Z,35.6915,-117.5393333,9.6,3.45,ml,61,51,0.1222,0.14,ci,ci38473135,2019-12-20T19:19:29.850Z,"15km ENE of Ridgecrest, CA",earthquake,0.11,0.29,0.127,61,reviewed,ci,ci
2019-07-07T07:09:38.840Z,35.6165,-117.4385,3.27,3.6,mlr,68,24,0.03562,0.12,ci,ci38473039,2019-12-12T22:25:55.547Z,"17km S of Searles Valley, CA",earthquake,0.1,0.24,0.157,31,reviewed,ci,ci
2019-07-07T06:58:41.740Z,35.607,-117.413,5,2.67,ml,26,83,0.04501,0.13,ci,ci37485693,2021-11-12T00:08:24.556Z,"18km S of Trona, CA",earthquake,0.2,0.31,0.161,36,reviewed,ci,ci
2019-07-07T06:57:27.880Z,35.645,-117.4546667,2.98,3.43,ml,64,25,0.05869,0.13,ci,ci38472895,2020-01-09T19:55:19.180Z,"14km SSW of Searles Valley, CA",earthquake,0.11,0.22,0.163,125,reviewed,ci,ci
2019-07-07T06:24:27.630Z,35.632,-117.4231644,3.02,2.56,ml,26,99,0.05543,0.14,ci,ci38472623,2019-07-07T06:28:09.030Z,"15km S of Searles Valley, CA",earthquake,0.26,0.41,0.238,25,automatic,ci,ci
2019-07-07T06:20:36.770Z,35.7236667,-117.5566667,8.22,2.53,ml,31,58,0.0977,0.18,ci,ci38472583,2021-11-11T01:06:27.170Z,"15km WSW of Searles Valley, CA",earthquake,0.2,0.74,0.132,24,reviewed,ci,ci
2019-07-07T06:16:32.780Z,35.7565,-117.5763333,8.44,2.94,ml,38,56,0.06157,0.13,ci,ci38472559,2020-01-28T17:47:01.499Z,"16km W of Searles Valley, CA",earthquake,0.16,0.36,0.143,85,reviewed,ci,ci
2019-07-07T06:15:08.230Z,35.6993333,-117.5435,4.81,2.79,ml,39,60,0.1242,0.14,ci,ci38472543,2021-11-10T19:46:16.770Z,"15km WSW of Searles Valley, CA",earthquake,0.13,0.46,0.154,25,reviewed,ci,ci
2019-07-07T06:07:06.460Z,35.6661667,-117.524,9.04,3.5,mlr,69,37,0.0941,0.13,ci,ci38472463,2022-06-16T17:44:49.167Z,"15km ENE of Ridgecrest, CA",earthquake,0.09,0.27,0.16,56,reviewed,ci,ci
2019-07-07T05:38:15.480Z,35.7683333,-117.5781667,10.45,4.53,mw,77,44,0.04985,0.16,ci,ci38472279,2021-11-09T22:57:42.940Z,"16km W of Searles Valley, CA",earthquake,0.12,0.26,,6,reviewed,ci,ci
2019-07-07T04:56:31.290Z,35.6941667,-117.5271667,7.49,3.05,ml,66,36,0.1198,0.13,ci,ci38471927,2020-01-15T19:06:44.925Z,"14km SW of Searles Valley, CA",earthquake,0.09,0.45,0.126,235,reviewed,ci,ci
2019-07-07T04:26:57.560Z,35.5816667,-117.6151667,10.83,3.32,ml,65,22,0.1156,0.14,ci,ci38471687,2020-01-09T19:24:37.340Z,"7km SE of Ridgecrest, CA",earthquake,0.1,0.24,0.157,215,reviewed,ci,ci
2019-07-07T03:13:12.460Z,35.749,-117.5956667,10.05,3.62,mw,62,43,0.06661,0.15,ci,ci38470999,2019-12-12T21:49:16.188Z,"16km NNE of Ridgecrest, CA",earthquake,0.11,0.27,,6,reviewed,ci,ci
2019-07-07T02:51:47.850Z,35.6691667,-117.5068333,2.46,2.69,ml,36,62,0.09015,0.16,ci,ci38470847,2021-11-10T21:09:57.750Z,"14km SW of Searles Valley, CA",earthquake,0.16,0.43,0.141,22,reviewed,ci,ci
2019-07-07T02:42:17.190Z,35.654,-117.4831667,2.31,2.81,ml,32,65,0.06949,0.15,ci,ci38470735,2021-11-10T16:21:13.600Z,"14km SSW of Searles Valley, CA",earthquake,0.16,0.32,0.181,20,reviewed,ci,ci
2019-07-07T02:17:21.270Z,35.6768333,-117.4578333,10.18,2.69,ml,13,116,0.09021,0.12,ci,ci38470479,2019-12-17T23:16:33.410Z,"11km SSW of Searles Valley, CA",earthquake,0.31,0.89,0.031,6,reviewed,ci,ci
2019-07-07T02:17:01.710Z,35.6035,-117.4668333,2.83,3.64,mw,63,40,0.01738,0.14,ci,ci38470471,2019-12-12T21:29:01.927Z,"19km E of Ridgecrest, CA",earthquake,0.12,0.27,,7,reviewed,ci,ci
2019-07-07T02:10:48.820Z,35.5993333,-117.4043333,7.31,3.48,ml,58,26,0.04887,0.14,ci,ci38470439,2020-01-09T01:30:59.660Z,"18km S of Trona, CA",earthquake,0.12,0.29,0.183,132,reviewed,ci,ci
2019-07-07T02:06:04.700Z,35.7601667,-117.5621667,10.75,3.6,mw,45,57,0.06246,0.21,ci,ci38470415,2019-12-12T21:12:26.498Z,"14km W of Searles Valley, CA",earthquake,0.19,0.4,,4,reviewed,ci,ci
2019-07-07T01:48:36.090Z,35.7246667,-117.5653333,9.52,2.78,ml,30,58,0.09457,0.13,ci,ci38470279,2021-11-10T19:04:16.260Z,"15km NE of Ridgecrest, CA",earthquake,0.18,0.56,0.139,25,reviewed,ci,ci
2019-07-07T01:30:52.470Z,35.689,-117.536,6.88,3.29,ml,57,36,0.1186,0.13,ci,ci38470159,2020-01-08T23:45:26.880Z,"15km ENE of Ridgecrest, CA",earthquake,0.11,0.37,0.149,37,reviewed,ci,ci
2019-07-07T01:25:10.110Z,35.653,-117.4966667,2.52,2.53,ml,8,124,0.07205,0.1,ci,ci37485269,2021-11-10T18:48:25.105Z,"15km SSW of Searles Valley, CA",earthquake,0.27,0.28,0.102,4,reviewed,ci,ci
2019-07-07T01:22:34.970Z,35.6471667,-117.4558333,3.07,2.7,ml,26,66,0.06076,0.14,ci,ci38470103,2021-11-10T18:14:54.730Z,"14km SSW of Searles Valley, CA",earthquake,0.2,0.4,0.11,25,reviewed,ci,ci
2019-07-07T01:05:07.130Z,35.6695,-117.516,5.05,3.55,ml,67,23,0.0937,0.13,ci,ci38469967,2019-12-20T00:57:33.669Z,"15km SW of Searles Valley, CA",earthquake,0.09,0.35,0.15,64,reviewed,ci,ci
